,ACAL1,ACAL2,ACAL3,ALPC10,ALPC11,ALPC12,ALPC13,ALPC3,ALPC4,ALPC5,ALPC6,ALPC8,ALPC9,Aq1,Aq10,Aq12,Aq13,Aq14,Aq15,Aq16,Aq17,Aq18,Aq19,Aq2,Aq20,Aq21,Aq22,Aq23,Aq24,Aq25,Aq26,Aq27,Aq28,Aq29,Aq3,Aq30,Aq31,Aq32,Aq33,Aq34,Aq35,Aq36,Aq37,Aq38,Aq39,Aq4,Aq40,Aq41,Aq42,Aq5,Aq7,Aq8,Aq9,ARA1,ARA10,ARA11,ARA12,ARA13,ARA14,ARA15,ARA16,ARA17,ARA18,ARA19,ARA2,ARA20,ARA21,ARA22,ARA23,ARA24,ARA25,ARA26,ARA28,ARA29,ARA30,ARA31,ARA32,ARA4,ARA5,ARA6,ARA7,ARA8,ARA9,As1,As10,As2,As9,BFC10,BFC11,BFC12,BFC13,BFC14,BFC15,BFC16,BFC17,BFC18,BFC19,BFC2,BFC20,BFC21,BFC22,BFC23,BFC24,BFC25,BFC26,BFC27,BFC3,BFC6,BFC7,BFC8,BFC9,Br2,Br3,CVL1,CVL2,CVL3,CVL4,CVL5,CVL6,CVL7,CVL8,CVL9,LRMD1,LRMD10,LRMD11,LRMD2,LRMD3,LRMD4,LRMD5,LRMD6,LRMD7,LRMD8,LRMD9,PDL1,PDL2,S2,SA10,SA11,SA3,SA6,SA8,SA9
Otu000042,0,0,0,829,0,12,203,9,0,0,218,552,0,6,0,432,0,61,851,33,0,0,0,932,0,0,0,0,0,0,0,0,0,0,2085,0,0,0,0,2,0,23,0,94,18,0,0,15,22,0,0,19,0,6,0,0,1778,25,1746,336,269,644,0,230,0,147,174,252,41,57,0,0,0,0,2,0,0,0,0,0,23,3,6,0,0,0,5837,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,20,3,5,0,5,0,0,0,0,0,0,0,19,289,0,0,0,0,0,0,0,2,2,0,0,0,0,0
Otu000043,0,0,0,0,0,0,0,0,0,0,0,14,0,0,347,0,0,0,7,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,0,0,0,0,186,16,2,0,2,12,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,0,339,0,0,0,0,0,0,1348,0,2323,0,72,24,7,2020,13,1759,1144,15,779,22,637,0,2,0,0,185,50,11,0,15,70,12,187,48,0,0,6,6,0,4,60,10,0,2,0,0,11,3,31,0,0,38,3,0,0,10,73,199,16,6,104,0,0,5521,127
Otu000044,0,0,0,0,654,0,7,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000045,6,309,49,11,6,0,17,164,17,0,31,60,7,42,497,34,0,5,0,23,17,2932,369,70,84,49,135,59,61,16,36,11,9,0,11,23,82,27,22,31,222,25,0,538,119,0,23,208,220,84,24,417,834,4,22,0,17,608,21,7,20,211,10,10,2,311,253,133,73,526,0,13,0,0,65,34,21,4,0,0,31,14,14,66,0,53,76,8,10,19,23,45,130,1006,44,359,3,45,5,129,13,33,96,30,17,9,12,143,68,149,3,6,2,841,575,249,101,358,486,669,71,85,0,63,0,0,48,0,0,5,0,0,8,127,464,5,10,83,0,0,14,0
Otu000046,0,0,2,0,0,0,0,7,0,0,4,2,0,0,123,52,18,0,19,0,269,43,106,245,538,49,71,108,49,52,87,75,136,0,0,0,5,25,69,288,753,44,21,67,17,0,0,17,40,41,22,486,30,97,0,0,4,993,48,0,236,17,0,64,0,34,221,750,46,220,0,0,0,4,192,1340,309,37,13,0,0,0,39,4,0,5,0,553,23,29,139,2276,41,196,139,60,6,32,5,20,122,20,77,40,286,284,45,15,131,66,13,0,0,98,77,330,46,227,91,112,74,12,0,23,1734,33,0,0,0,29,0,0,8,152,0,9,60,89,0,5,14,33
Otu000047,0,0,0,0,0,0,0,0,227,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,93,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,2037,0,469,0,0,4722,742,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,14,0,0,33,0,0,0,0,0,1827,4614,0,0,0,0,0,0,0,0,0
Otu000048,2,0,1030,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,258,0,7,0,44,104,22,94,41,39,27,0,0,6,0,1592,3328,2836,1443,421,368,137,0,98,0,0,0,0,83,11,0,155,19,0,0,5,0,102,5,21,41,0,0,0,0,0,0,14,11,35,7,0,0,0,211,0,45,253,0,0,0,0,66,0,0,0,0,52,0,0,253,3,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,30,0,0,32,106,41,138,31,109,70,12,24,2,48,285,0,14,0,0,3,0,0,0,233,57,3,63,70,0,0,57,44
Otu000049,10,193,145,49,0,4,477,0,498,7,21,169,5,122,0,9,0,39,48,4,0,0,6,25,0,0,0,6,0,0,74,109,182,743,31,625,161,110,190,127,138,0,0,51,0,15,0,0,9,0,32,8,0,13,1720,707,289,6,263,35,189,39,79,144,0,48,39,3,93,6,543,266,152,160,25,16,13,8,75,0,599,10,177,0,85,6,535,0,0,68,69,0,0,4,0,0,8,0,0,8,4,420,6,14,5,21,0,16,6,0,56,465,5,0,2,0,6,2,0,0,0,0,162,789,23,149,6,907,19,0,11,7,10,0,0,5,0,3,9,6,10,15
Otu000050,0,0,2,0,0,3,0,0,0,0,0,5,0,0,39,0,0,0,0,0,255,0,0,9,0,10,0,2,0,0,9,0,19,0,0,0,0,0,0,28,23,21,678,0,0,0,2,174,20,11,0,0,34,0,0,0,0,0,2,0,3,0,0,0,32,12,0,9,0,0,0,0,0,3,270,5,1099,38,0,0,0,0,0,3,0,263,0,388,68,6,845,39,989,41,67,678,178,464,12,221,409,0,95,501,134,0,58,36,31,278,59,0,0,2,0,2,59,36,84,10,16,0,958,4,41,9,0,0,517,32,0,0,0,17,33,77,60,312,0,0,1245,1582
Otu000051,0,0,220,0,0,0,21,0,0,0,0,0,0,216,245,11,6,3,65,0,385,19,16,231,23,31,13,64,15,18,33,0,35,4,53,530,513,405,209,88,147,10,0,52,0,116,0,15,15,12,28,111,38,24,320,1271,0,16,485,42,749,151,1044,40,13,15,20,18,20,9,0,139,0,0,83,66,26,83,0,71,0,273,76,11,0,17,2,14,0,22,206,0,10,32,4,27,12,79,6,15,39,0,134,34,178,23,0,0,10,26,53,5,0,74,107,94,96,64,109,34,128,31,0,107,296,0,1704,0,138,14,2,0,0,199,65,0,39,39,0,0,26,11
Otu000052,0,134,0,552,7352,499,273,13,0,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,40,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4121,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Otu000053,3,101,0,252,0,0,33,0,0,0,32,0,0,127,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6508,34,719,130,62,10,3,0,0,0,0,0,53,0,0,0,0,0,0,0,0,4,304,1158,0,24,0,0,0,22,0,0,0,0,0,0,0,9,635,0,0,0,0,0,0,0,0,259,69,1218,0,0,0,452,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,39,508,311,149,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Otu000054,10,19,0,20,0,32,13,0,92,37,6,12,482,26,21,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,10,214,526,20,0,3,0,0,0,0,3,0,0,0,0,27,0,0,0,15,9,10,9,17,87,13,15,0,0,0,0,0,0,0,25,0,0,0,12,4,8,198,88,109,44,78,183,269,65,417,72,21,135,0,20,0,22,99,893,248,160,165,10,0,10,0,144,92,49,95,107,888,179,359,291,913,443,72,951,16,492,77,47,0,0,8,0,13,0,0,72,0,127,106,64,84,95,29,144,83,16,12,464,3,9,39,69,39,34,993,10,399
Otu000055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,3328,0,0,0,0,0,0,0,6,0,0,0,0,337,0,10,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,29,8,7270,11,0,0,0,0,0,0,1065,6,0,0,35,0,0,0,7,0,0,0,15,11,10,14,0,0,0,0,0,0,818,0,0,86,0,6,0,0,0,0,0,12,0,0
Otu000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,921,0,0,294,1155,1190,0,1024,156,889,1292,877,800,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,98,314,2,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,17,13,426,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,47,54,0,8,8,61,17,21,75,0,0,0,0,0,0,18,0,0,0,0,67,0,0,0,0,0,0,0,0
Otu000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,30,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2969,119,22,0,0,0,4,26,0,0,0,0,0,0,0,0,1056,0,0,2773,12,0,1054,0,3606,284,287,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
Otu000058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000059,0,107,43,38,0,392,314,0,4,131,235,155,153,7,200,0,0,0,16,5,0,0,22,0,4,6,15,28,0,34,4,0,27,100,2,38,11,36,35,20,41,0,51,0,5,2,77,18,31,214,28,36,114,0,41,51,332,9,27,8,0,22,27,12,0,11,0,6,3,0,0,17,23,71,219,30,279,0,134,11,28,5,102,428,6,477,180,502,40,0,1281,179,662,84,4,378,144,578,0,59,3,0,144,51,17,0,11,201,4,124,16,691,3,5,10,4,0,13,17,0,4,13,10,2,72,16,173,28,7,0,6,0,0,18,0,9,27,277,0,0,412,73
Otu000060,0,0,0,0,0,0,0,0,0,0,68,0,0,0,96,7,0,0,0,0,3,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,48,315,10,0,15,4,0,0,0,35,8,0,23,10,8,0,0,0,79,0,0,18,0,0,5,0,0,27,65,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,38,0,6,0,7,132,361,60,117,0,0,0,0,0,0,0,0,0,0,0,5,0,107,0,0,0,2031,2013,1373,820,507,999,777,401,300,0,0,0,0,0,0,0,0,0,0,0,235,13,0,0,0,0,0,0,0
Otu000061,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1552,0,21,311,0,21,0,45,40,0,6,20,627,1231,587,151,0,13,0,1797,0,0,0,0,0,0,0,0,0,0,6,0,9,5,0,0,0,0,133,0,0,2,3,1186,1030,39,800,364,19,0,35,3,0,0,0,251,58,0,0,0,0,0,0,0,0,0,742,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,38,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
Otu000062,3,0,10,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,103,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,56,60,42,1097,0,0,0,7,502,0,11,3,0,31,0,0,0,4,0,0,0,0,0,0,0,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,315,0,198,36,6,81,16,2528,68,56,1828,78,56,0,777,2,0,106,501,169,0,3,360,27,1495,10,0,0,4,6,0,89,38,128,20,12,8,5,0,0,0,3,0,11,10,0,0,0,24,0,0,0,0,0,0,0,8
Otu000063,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,443,0,9,0,0,2,0,6,0,0,0,0,0,0,0,0,3,0,0,210,65,3392,1083,0,0,0,0,0,802,15,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,8,28,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,0,25,0,0,0,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,348,29,6,58,13,118,7,11,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0
Otu000064,172,3005,0,13,0,0,116,0,0,127,16,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,46,85,9,0,0,0,6,0,0,0,0,1069,0,0,0,0,0,0,0,0,1659,40,68,0,0,0,0,0,31,0,7,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,877,4,102,0,0,0,58,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,70,739,0,0,778,0,0,0,0,0,0,0,0,0,9,0
Otu000065,0,0,11,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,5,21,0,0,27,0,17,0,6,2,0,0,0,0,0,0,0,0,22,17,203,1324,0,20,0,20,19,26,101,0,14,125,0,0,0,75,7,0,0,0,0,0,0,4,61,2,61,0,0,0,0,0,0,132,0,33,0,0,0,0,0,0,161,0,1317,0,169,10,7,0,0,978,509,968,1017,0,274,2,60,0,0,200,109,7,0,0,111,7,747,21,0,0,33,33,16,34,88,31,33,34,101,19,10,0,2,0,0,372,0,0,0,0,414,76,0,11,101,0,0,83,0
Otu000066,0,0,0,0,0,0,0,0,47,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,1686,0,281,0,0,3080,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,1292,3036,0,0,0,0,0,0,0,0,0
Otu000067,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,18,0,311,9,113,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,6177,0,0,0,0,0,29,3275,0,0
Otu000068,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,4,64,258,57,353,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,178,0,0,36,0,0,10,0,0,0,0,0,0,0,27,0,0,0,0,6,3,0,10,33,243,26,0,1002,74,276,0,0,0,0,0,0,0,0,835,533,0,4,0,0,0,8,475,132,11,202,182,103,623,466,389,1349,78,83,276,29,99,0,0,0,0,0,0,7,0,0,60,3,5,316,6,0,0,0,48,0,0,2,0,0,0,0,554,61,0,0,13,50
Otu000069,0,2,0,4,0,0,0,171,6,0,0,14,0,0,328,9,0,0,0,7,460,2,21,84,12,71,0,7,8,3,157,0,5,0,11,6,6,4,15,1532,261,17,334,25,13,0,0,31,155,12,0,81,355,0,0,12,309,36,6,6,5,17,0,14,4,19,7,43,101,14,0,6,0,0,19,0,70,0,0,0,15,4,22,0,0,4,5,368,21,0,908,339,335,167,159,278,85,9,7,67,55,15,17,238,37,0,0,18,15,146,14,0,0,44,46,13,27,15,185,9,6,8,72,12,165,9,242,0,6,33,0,0,0,48,163,20,28,71,0,0,0,452
Otu000070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,51,0,0,0,0,4,0,2,0,3,3,0,6,0,0,0,0,0,0,8,10,11,137,0,0,0,6,0,67,8,9,0,63,0,0,0,3,0,0,0,0,0,0,5,20,14,0,10,0,0,0,0,5,0,266,0,495,15,0,0,0,0,5,7,0,366,0,302,101,11,1049,47,71,13,32,157,106,304,7,190,138,0,60,210,64,0,24,20,26,150,31,0,0,0,0,2,4,0,7,0,0,0,1234,4,17,8,11,0,669,33,0,0,0,11,0,166,71,456,0,0,867,1595
Otu000071,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,171,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1115,4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,13,0,0,0,0,106,293,0,91,0,51,14,0,0,0,0,0,0,0,0,0,22,132,0,0,0,0,0,0,0,0,9,0,0,0,11,9,30,27,253,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2028,0,0,174,0,0,0,0,0,22,0,0,20
Otu000072,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,6,0,4,16,0,593,0,346,59,251,0,18,7,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,66,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,51,13,0,15,28,0,0,6178,0,0,0,19,0,52,1908,0,7
Otu000073,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,20,0,0,3089,3391,0,473,0,402,432,1720,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000074,0,0,0,0,0,0,0,0,0,0,0,9,0,0,29,0,0,0,0,0,112,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,3,7,0,0,53,0,0,0,0,13,82,2,0,6,47,0,0,0,0,0,0,0,0,9,0,0,7,6,0,0,0,0,0,0,0,3,181,0,163,15,0,0,0,0,0,0,0,243,0,428,56,0,824,22,246,12,28,220,161,408,3,256,219,0,46,42,71,0,19,43,19,202,15,0,0,0,0,0,0,13,0,4,0,4,1611,0,90,0,0,0,309,31,0,0,0,2,7,45,31,236,0,0,1222,1562
Otu000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,1303,3,5,0,12,0,7,0,0,0,0,427,6614,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000076,0,0,157,0,0,0,0,0,0,0,0,0,0,115,0,19,0,0,0,0,0,0,2,0,0,4,23,323,22,153,113,0,0,0,431,291,313,166,148,13,27,0,0,13,14,0,0,3,24,0,0,0,0,0,0,0,0,0,1212,143,34,444,0,68,0,158,0,2,464,4,3803,77,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,53,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
Otu000077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,112,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3590,0,0,3,24,0,6,9,0,164,16,7,160,0,4115,3,9,0,0,99,24,0,0,0,63,7,124,70,0,0,0,0,0,0,0,0,0,0,0,11,0,32,92,0,0,0,0,0,0,27,0,0,19,0,8,0,0,59,10
Otu000078,101,554,0,712,0,1729,1697,9,0,167,144,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,248,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,25,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,1056,6,46,0,0,0,336,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,858,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Otu000079,5,205,3,432,0,799,226,29,0,11,31,11,0,85,123,16,0,0,0,0,91,0,0,45,0,0,0,0,2,0,24,0,7,266,52,143,25,15,22,408,72,2,15,11,0,112,0,0,15,0,0,11,21,0,0,68,999,13,4,2,3,16,0,0,0,131,5,71,287,16,4,42,0,0,7,0,540,0,0,0,262,0,135,0,0,0,31,55,0,0,50,362,2,0,0,0,15,7,0,0,0,106,0,4,2,0,5,0,5,0,0,825,0,0,2,0,0,6,0,0,0,0,0,16,183,30,160,8,0,25,11,0,0,0,0,114,74,21,0,0,0,623
Otu000080,0,0,0,0,0,0,0,0,0,0,2,0,0,3,36,202,0,0,0,0,0,23,0,5,57,0,0,0,14,6,202,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,9,615,12,0,0,0,0,3322,9,0,392,2,0,0,0,44,587,110,0,2145,0,0,0,0,75,0,12,8,0,0,0,0,0,2,0,0,0,0,0,0,0,4,79,13,15,120,20,0,0,47,0,0,0,18,24,0,0,0,12,46,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,12,114,0,0,7,0
Otu000081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,33,52,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,59,363,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,1379,1081,1435,505,506,830,609,427,309,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0
Otu000082,0,0,0,0,0,0,0,267,0,0,0,0,0,0,16,3,0,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2,0,0,108,12,0,0,0,0,0,0,0,0,2,0,2,18,0,0,0,13,4,0,0,0,0,0,0,0,7,5,11,31,0,0,0,0,0,12,0,18,0,0,0,9,0,0,0,0,0,0,11,0,0,4,15,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,194,0,0,0,0,0,0,0,0,0,0,6500,39,11,0,0,0,223
Otu000083,14,2,0,11,1765,7,12,0,0,0,0,0,3853,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,38,0,0,0,0,0,0,0,0,0,0,0
Otu000084,0,127,88,47,0,7,254,0,326,0,9,70,4,45,0,3,0,48,26,4,0,0,0,0,0,0,0,0,2,4,34,56,84,359,10,337,60,35,110,60,66,10,0,36,0,9,2,0,0,5,17,0,2,9,907,315,187,2,98,18,134,17,35,64,0,15,38,0,49,0,306,169,91,85,7,12,6,0,23,6,398,31,81,0,36,0,291,0,0,43,52,0,0,0,0,0,20,0,0,72,51,310,12,17,0,30,8,19,0,0,30,312,0,2,0,10,0,5,0,0,0,0,62,455,19,100,5,286,0,4,32,12,27,0,0,0,0,5,2,50,0,4
Otu000085,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,513,6,0,0,4,38,0,21,0,0,0,0,0,0,0,0,0,0,0,30,19,3,652,0,0,0,0,0,68,42,0,9,21,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,4,0,0,20,56,8,0,4,0,0,0,0,0,7,0,209,0,1388,41,0,572,6,340,64,460,376,0,218,0,69,2,0,112,236,44,0,17,67,29,196,17,0,0,0,0,0,6,32,192,24,11,7,5,0,0,0,0,0,48,6,0,0,0,84,11,7,267,206,0,0,688,106
Otu000086,0,0,0,0,0,0,0,3,0,0,0,0,0,0,90,0,0,0,15,0,74,0,10,0,18,9,3,41,3,0,0,8,16,0,0,0,0,0,0,37,34,168,854,9,4,0,6,33,40,148,11,85,43,0,3,0,7,3,0,0,0,0,0,0,37,0,0,6,0,0,0,0,27,458,143,26,146,0,0,2,0,0,0,18,0,359,0,139,49,0,185,5,264,164,484,272,16,50,9,39,28,0,94,40,26,8,13,0,10,199,31,0,0,12,20,39,17,23,40,29,22,13,15,0,0,0,0,0,12,0,0,12,3,70,32,29,1182,401,0,0,67,410
